8.139692624936653798e-06 1.332774655410997780e-12 9.999918603060422573e-01
2.669687081864284206e-05 2.721836724282755013e-12 9.999733031264594896e-01
8.230470293624069921e-05 5.506552836277494728e-12 9.999176952915571626e-01
2.384917068968012306e-04 1.103525442653572986e-11 9.997615082820678900e-01
6.494402945727364724e-04 2.190295292814471224e-11 9.993505596835243754e-01
1.661390673263732527e-03 4.304176156505885359e-11 9.983386092836944448e-01
3.989865148660222578e-03 8.368194722547494152e-11 9.960101347676578731e-01
8.982646462176951604e-03 1.607435731797067910e-10 9.910173533770795240e-01
1.891414348620126806e-02 3.043492259823507512e-10 9.810858562094495472e-01
3.711411675929470605e-02 5.659542473285345005e-10 9.628858826747510591e-01
6.754669107014148188e-02 1.028734736820615970e-09 9.324533079011236847e-01
1.134538031751164966e-01 1.818762439581755299e-09 8.865461950061209739e-01
1.752668797820393087e-01 3.116842273676915164e-09 8.247331171011184070e-01
2.490963633963067247e-01 5.178939891388553799e-09 7.509036314247533594e-01
3.273929801864250977e-01 8.386906850947618287e-09 6.726070114266680111e-01
4.016877997554560431e-01 1.336227886561384257e-08 5.983121868822652845e-01
4.653680322637634981e-01 2.118596888978434286e-08 5.346319465502676893e-01
5.147613167565837644e-01 3.380010431028930964e-08 4.852386494433118536e-01
5.485960785446252208e-01 5.475523542512836583e-08 4.514038667001392668e-01
5.668626842420159129e-01 9.063837177350387316e-08 4.331372251196123346e-01
5.698525637502059871e-01 1.538361731186357729e-07 4.301472824136209350e-01
5.576331748650904530e-01 2.678593184295915316e-07 4.423665572755909881e-01
5.299637987687038088e-01 4.773830736356909021e-07 4.700357238482225086e-01
4.866433815358139348e-01 8.663527313786473707e-07 5.133557521114546773e-01
4.283092350261265557e-01 1.588199088281808041e-06 5.716891767747851461e-01
3.575664816683999936e-01 2.910504944380332256e-06 6.424306078266556197e-01
2.798899979921027903e-01 5.270640755499150287e-06 7.201047313671417038e-01
2.032751002269848062e-01 9.333084067874101964e-06 7.967155666889472743e-01
1.360175453913213817e-01 1.604727681971956249e-05 8.639664073318589210e-01
8.367225384560693369e-02 2.673337289984522176e-05 9.163010127814931183e-01
4.742382224908418820e-02 4.324492824660288175e-05 9.525329328226692649e-01
2.487972796247171076e-02 6.824189093105340531e-05 9.750520301465972484e-01
1.214213872964455508e-02 1.055766491372299649e-04 9.877522846212182239e-01
5.535077821459315726e-03 1.607918875525170222e-04 9.943041302909881862e-01
2.363507212164076172e-03 2.417494602626541671e-04 9.973947433275732743e-01
9.469684782340844582e-04 3.594286928965483669e-04 9.986936028288693201e-01
3.563362792601059369e-04 5.289399395852809700e-04 9.991147237811546233e-01
1.259866402206580326e-04 7.707976373435394216e-04 9.991032157224358778e-01
4.186103913174989448e-05 1.112489460945914610e-03 9.988456494999223834e-01
1.307194505597866844e-05 1.590364214847981563e-03 9.983965638400961184e-01
3.836276885408715335e-06 2.251838640793351904e-03 9.977443250823212484e-01
1.058030446805520903e-06 3.157889206372906273e-03 9.968410527631803575e-01
2.742034010218113721e-07 4.385745455026040206e-03 9.956139803415728906e-01
6.677163554805610844e-08 6.031633169965812044e-03 9.939683000583986461e-01
1.527578018683023249e-08 8.213326531486632442e-03 9.917866581927332614e-01
3.282792463012099403e-09 1.107216014688669134e-02 9.889278365703209062e-01
