9.977278699999999612e-01 8.877952599999999750e-01 9.210298900000000177e-01
9.671568400000000176e-01 8.960735100000000175e-01 9.380342200000000297e-01
9.508929400000000198e-01 9.107434800000000497e-01 9.558664599999999734e-01
9.439940500000000290e-01 9.282996500000000317e-01 9.749322799999999845e-01
9.471284100000000317e-01 9.437967800000000018e-01 9.934771599999999703e-01
9.555671000000000026e-01 9.592373699999999781e-01 1.010046100000000058e+00
9.622804200000000252e-01 9.779121600000000303e-01 1.023625900000000088e+00
9.620020999999999711e-01 9.937942600000000404e-01 1.033746999999999971e+00
9.620632300000000470e-01 1.004368200000000044e+00 1.042559199999999908e+00
9.696873099999999690e-01 1.003930900000000070e+00 1.049680100000000005e+00
9.798643200000000109e-01 9.954096999999999529e-01 1.052719200000000077e+00
9.834346099999999868e-01 9.893069500000000183e-01 1.050768600000000053e+00
9.845049200000000056e-01 9.872553099999999970e-01 1.045131299999999985e+00
9.905455899999999758e-01 9.878467899999999746e-01 1.037818099999999966e+00
1.002033200000000068e+00 9.881642899999999452e-01 1.031471599999999933e+00
1.014668700000000090e+00 9.862054900000000179e-01 1.025573199999999963e+00
