7.878553499999999682e-03 2.853779400000000001e-03 1.838423299999999982e-02
8.127963199999999402e-03 3.151653700000000159e-03 1.877442699999999978e-02
8.402724500000000041e-03 3.457492800000000217e-03 1.931940000000000046e-02
8.771886200000000508e-03 3.938282199999999615e-03 2.004826300000000019e-02
9.107795499999999864e-03 4.152971200000000161e-03 2.054163100000000117e-02
9.456673100000000109e-03 4.537344399999999715e-03 2.115904099999999996e-02
9.800886999999999447e-03 4.920702600000000093e-03 2.180380800000000091e-02
1.021421100000000082e-02 5.410665599999999603e-03 2.250115999999999922e-02
1.068282299999999928e-02 5.950731600000000107e-03 2.334783400000000134e-02
1.108820400000000081e-02 6.404091699999999582e-03 2.398397199999999924e-02
1.167371399999999997e-02 6.919188399999999864e-03 2.470825999999999925e-02
1.217212900000000028e-02 7.457774399999999616e-03 2.576948299999999928e-02
1.288233299999999928e-02 8.123674200000000067e-03 2.657131999999999897e-02
1.357451699999999949e-02 8.900490299999999286e-03 2.765512800000000104e-02
1.433807200000000032e-02 9.672259799999999297e-03 2.866795999999999928e-02
1.498720800000000013e-02 1.032539900000000073e-02 3.018579999999999874e-02
1.584131000000000081e-02 1.114485299999999970e-02 3.153009500000000104e-02
1.676647599999999891e-02 1.203225599999999985e-02 3.262129300000000259e-02
1.787125599999999856e-02 1.307626700000000079e-02 3.378143100000000065e-02
1.927818099999999840e-02 1.443147699999999985e-02 3.546888100000000071e-02
2.105220500000000092e-02 1.601269500000000040e-02 3.700822599999999823e-02
2.294240599999999852e-02 1.761578600000000133e-02 3.869204600000000077e-02
2.474104900000000107e-02 1.925451499999999982e-02 4.070978000000000097e-02
2.705066999999999888e-02 2.114391800000000113e-02 4.317925899999999761e-02
2.977210400000000062e-02 2.336236499999999952e-02 4.528071100000000127e-02
3.330290100000000281e-02 2.606441699999999945e-02 4.765870299999999671e-02
3.839956900000000145e-02 2.987440400000000024e-02 5.126092799999999727e-02
4.574480200000000107e-02 3.470021400000000006e-02 5.647138399999999947e-02
5.527328000000000102e-02 4.046290699999999935e-02 6.348168499999999603e-02
6.777813800000000166e-02 4.632878299999999838e-02 7.261925800000000597e-02
8.679185100000000319e-02 5.434655199999999936e-02 8.049333999999999656e-02
1.194938900000000054e-01 6.586103799999999675e-02 8.666451299999999858e-02
1.794520000000000004e-01 8.305516500000000024e-02 8.992309599999999403e-02
2.842594299999999796e-01 1.086890300000000059e-01 9.440644600000000497e-02
3.755380300000000227e-01 1.953168399999999916e-01 1.041315500000000033e-01
4.362214799999999948e-01 2.917412600000000023e-01 1.210657700000000031e-01
4.639169399999999999e-01 4.149932800000000199e-01 1.383341100000000101e-01
4.871651799999999755e-01 5.196817900000000323e-01 1.549136500000000138e-01
4.797935600000000078e-01 5.979626399999999897e-01 1.735624799999999912e-01
4.715051800000000237e-01 5.998206699999999447e-01 2.024977500000000041e-01
4.612074299999999738e-01 5.453268599999999688e-01 2.581212500000000243e-01
4.582402799999999998e-01 4.902504899999999832e-01 3.318692500000000045e-01
4.617531100000000222e-01 4.689383300000000143e-01 4.170148200000000083e-01
4.744679099999999927e-01 4.656142799999999915e-01 4.889837699999999843e-01
4.925093700000000019e-01 4.751734799999999814e-01 5.397657500000000441e-01
5.158355900000000105e-01 4.923051999999999984e-01 5.846477700000000111e-01
5.404088900000000306e-01 5.164100700000000543e-01 6.117995400000000306e-01
5.540481699999999510e-01 5.571269699999999991e-01 6.217620200000000263e-01
5.771781599999999957e-01 5.875903399999999888e-01 6.210126999999999731e-01
6.007924000000000042e-01 6.152212099999999628e-01 6.233156899999999778e-01
6.266505399999999781e-01 6.406224600000000047e-01 6.375646600000000053e-01
6.562143299999999568e-01 6.675069700000000328e-01 6.608908799999999584e-01
6.844552600000000098e-01 6.982690299999999572e-01 6.917161499999999741e-01
7.225547599999999626e-01 7.296209099999999559e-01 7.303774699999999731e-01
7.720788499999999832e-01 7.640228300000000417e-01 7.731576900000000085e-01
8.201827299999999710e-01 8.068873100000000242e-01 8.204480400000000451e-01
8.616620699999999466e-01 8.487411700000000447e-01 8.769480200000000503e-01
9.013541600000000154e-01 8.874000100000000169e-01 9.276936099999999463e-01
9.338221100000000385e-01 9.360658899999999560e-01 9.698383099999999812e-01
9.678018699999999530e-01 9.827302599999999666e-01 1.003768900000000075e+00
9.973709600000000286e-01 1.029728500000000047e+00 1.029290700000000003e+00
1.020574499999999940e+00 1.067565300000000050e+00 1.049379700000000026e+00
1.030453000000000063e+00 1.089380599999999921e+00 1.068354500000000096e+00
1.025704399999999961e+00 1.103731299999999971e+00 1.086725799999999964e+00
1.016640200000000105e+00 1.114643599999999957e+00 1.103749300000000044e+00
1.004096899999999959e+00 1.123506200000000010e+00 1.119845800000000002e+00
9.913580499999999907e-01 1.129464000000000024e+00 1.135660899999999973e+00
9.750284900000000254e-01 1.130791499999999949e+00 1.153253599999999990e+00
9.585835900000000409e-01 1.121564800000000028e+00 1.172815200000000058e+00
9.454138300000000106e-01 1.100029499999999993e+00 1.189208599999999949e+00
9.369595299999999849e-01 1.077861699999999923e+00 1.195186599999999988e+00
9.302989999999999871e-01 1.058379699999999923e+00 1.193053300000000094e+00
9.283254899999999754e-01 1.037319799999999903e+00 1.186917800000000023e+00
9.324545300000000037e-01 1.015250800000000009e+00 1.179036399999999984e+00
9.409980100000000514e-01 9.943678400000000028e-01 1.170160199999999984e+00
9.558706799999999726e-01 9.742789699999999664e-01 1.159874599999999978e+00
9.762643500000000030e-01 9.571270600000000295e-01 1.146553900000000015e+00
9.967657100000000270e-01 9.441754500000000272e-01 1.128669399999999934e+00
1.015202900000000019e+00 9.350106299999999537e-01 1.110406199999999899e+00
1.031874900000000039e+00 9.273655600000000332e-01 1.093656299999999915e+00
1.044036600000000092e+00 9.223694500000000351e-01 1.075831999999999899e+00
1.048977599999999955e+00 9.208028200000000218e-01 1.060940800000000017e+00
1.044978399999999974e+00 9.223897599999999475e-01 1.050005700000000042e+00
1.033018400000000003e+00 9.275704799999999750e-01 1.039372100000000021e+00
1.018789900000000026e+00 9.333021299999999520e-01 1.028738600000000059e+00
1.005877600000000038e+00 9.384328400000000459e-01 1.018696999999999964e+00
9.912164599999999659e-01 9.442024300000000370e-01 1.011623799999999962e+00
9.771851299999999574e-01 9.501736800000000205e-01 1.005059399999999936e+00
9.644597799999999888e-01 9.559724400000000344e-01 9.985080499999999804e-01
9.521745799999999926e-01 9.630817900000000487e-01 9.919436900000000445e-01
9.419038499999999869e-01 9.706284200000000473e-01 9.907661300000000226e-01
9.335663699999999787e-01 9.779817299999999936e-01 9.899782599999999988e-01
9.262732500000000480e-01 9.847525299999999593e-01 9.891903800000000357e-01
9.189420000000000366e-01 9.912522499999999459e-01 9.884478300000000273e-01
9.112078999999999596e-01 9.980968999999999536e-01 9.901479499999999989e-01
9.039229399999999526e-01 1.004175299999999993e+00 9.922015699999999772e-01
8.981199500000000002e-01 1.008229800000000065e+00 9.942551899999999554e-01
8.947060599999999697e-01 1.009870599999999952e+00 9.963128799999999563e-01
8.943516400000000033e-01 1.009334600000000082e+00 9.966785700000000414e-01
8.942375500000000477e-01 1.008407300000000006e+00 9.969122599999999945e-01
8.959483400000000097e-01 1.006179300000000110e+00 9.971596999999999822e-01
9.094855200000000472e-01 1.000915800000000022e+00 9.935208199999999712e-01
9.314635999999999472e-01 9.869547499999999918e-01 9.872766699999999673e-01
9.648738000000000037e-01 9.494544900000000398e-01 9.745591000000000115e-01
9.971679500000000251e-01 9.229114099999999876e-01 9.545149699999999626e-01
1.029361299999999924e+00 9.057493199999999689e-01 9.322517999999999638e-01
1.051325599999999971e+00 8.947747799999999918e-01 9.173062699999999792e-01
1.053223400000000032e+00 8.893142899999999518e-01 9.098085999999999673e-01
1.027507799999999971e+00 8.866241999999999734e-01 9.110607800000000145e-01
