-1.439803904562514218e-03 -1.463146979971842628e-03 8.113752177006473831e-03 -1.058577966663583596e-03 6.062402397775124192e-03 7.177250190635914642e-03 9.681886271512103390e-04 -1.418324484272481378e-03 5.620726853542474047e-03 -1.326607337748300077e-03
-6.576301384747316580e-04 -5.279238089748313715e-04 7.752506857261704486e-03 -3.597639340611616734e-04 5.979355781461609398e-03 7.007782346664343659e-03 1.513762301898803142e-03 -5.675868368560767555e-04 5.424472881313911234e-03 -5.204593004148692220e-04
-3.324956147839625963e-04 -6.161394012786213653e-05 7.026928274175658733e-03 -1.113648300812397737e-04 5.509536483527285693e-03 6.458716007880783462e-03 1.621663446628255614e-03 -1.791942295722025354e-04 4.850033687152964859e-03 -1.731607217303620001e-04
8.593702800778154662e-05 8.797840479227054004e-04 7.525286090898977535e-03 1.788794685225239523e-04 6.104526890590840534e-03 7.226711265254627536e-03 2.239905757650152186e-03 4.870950832048108773e-04 4.863107870525904160e-03 3.768639848596986360e-04
-5.182757339969898229e-05 1.310563382351607456e-04 3.822841721088069029e-03 5.448374113475412629e-05 3.032707471620424075e-03 3.545039946244557365e-03 9.908478806208822001e-04 4.794766981882812255e-05 2.640980139812762733e-03 4.211641834756478910e-05
-1.124285585401371083e-03 -1.775729331886743978e-03 2.128899877973921932e-03 -8.328737862546347834e-04 1.290403937420103861e-03 1.468706638187620549e-03 -5.253035196040235126e-04 -1.421617556013774755e-03 1.851224350136853160e-03 -1.246435051303460776e-03
-3.108845302665400284e-04 -4.874849028273690139e-04 8.246130297685017648e-04 -2.219218470190415806e-04 5.429883944941273598e-04 6.211109227520911213e-04 -8.437561999472909056e-05 -3.906249861034903734e-04 6.826129782623238792e-04 -3.408387042849244796e-04
-2.188812723420425880e-04 -2.835351462313545146e-04 1.074294442015026520e-03 -1.518356805828902957e-04 7.832465982939809017e-04 9.149138484172143586e-04 8.594781889765808029e-05 -2.450866256135129711e-04 7.914272499258327796e-04 -2.189153891800413028e-04
-2.879418096293411087e-04 -5.821295832466958633e-04 -8.536670182742669847e-04 -2.362921073840715041e-04 -7.964842104447429844e-04 -9.549744211268253961e-04 -5.320389365051458701e-04 -4.291437977120440925e-04 -4.436522595218091538e-04 -3.684554183013322203e-04
-6.862907960998700443e-04 -1.273534310452809504e-03 -1.113136743569958457e-03 -5.555914122600057832e-04 -1.149443845841032407e-03 -1.383307969590357508e-03 -9.959081065090762911e-04 -9.657596074345987762e-04 -4.795088819596535473e-04 -8.382567917734890092e-04
